#Name,Y.A.0H,Y.B.0H,Y.C.0H,Y.D.0H,Y.E.0H,Y.CN.A.24H,Y.CN.B.24H,Y.CN.C.24H,Y.CN.D.24H,Y.CN.E.24H,IQ.A.24H,IQ.B.24H,IQ.C.24H,IQ.D.24H,IQ.E.24H,J1.A.24H,J1.B.24H,J1.C.24H,J1.D.24H,J1.E.24H,J2.A.24H,J2.B.24H,J2.C.24H,J2.D.24H,J2.E.24H
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group,0,0.000539939,0.003948301,0,0.000742416,0,0,0.000134985,0,0,0,0,0.000236223,0,0,0,0,0,0,0,0,0,6.75E-05,0,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae,0,0.00668174,0,0,0,0,0.000708669,0,0,0,0,0.000236223,0,0,0,0,0.000202477,0.000134985,0,0,0,0.000236223,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;,0,0,0.00377957,0,0,0,0,0.0004387,0,0,0,0,0.000404954,0,0,0,0,0,0,0,0,0,0.000236223,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroidestercoris,0.000202477,0,0,0.000236223,0,0.000506192,0,0,0.000101238,0,0.0008774,0,0,0.000303715,0,0,0,0,0.000168731,0,0.001079877,0,0,6.75E-05,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;unidentifiedOscillospiraceae,0,0,0,0.00202477,0.0004387,0,0,0.000236223,0.000742416,0.000303715,0,0,0,0.000168731,0.000101238,0,0,0,0.000303715,0,0,0,0,0.000742416,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.000776162,0.0004387,0.000573685,0,0.000168731,0.000134985,0.000236223,0.000607431,0,0.000573685,0,0,0,0,0,0,0,0,0,0,0,0.0008774,0.000708669,0,0.0004387
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia;,0,0,0,0.005635609,0,0,0,0,0.000101238,0,0,0,0,0.000101238,0,0,0,0,0.000168731,0,0,0,0,0.000101238,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;PrevotellasDJLS16,0,0,0,0,0.0004387,0,0,0,0,6.75E-05,0,0,0,0,0.001923531,0,0,0,0,0.0004387,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;,0,0.001417339,0.002530962,0,0,0,0,0.000269969,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0.000674923,0,0.000742416
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0.008672763,0,0,0.000236223,0,0,0,0,0,0,0,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia,0.000506192,0.001451085,0.000337462,0,0.000708669,0,0.000134985,0,0,6.75E-05,0,6.75E-05,0,0,0,0,6.75E-05,0.000168731,0,0,0.000236223,0.000776162,0.000202477,0,0.000404954
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;unidentifiedPrevotellaceae;PrevotellaceaebacteriumDJVR15,0,0,0,0,0.002800931,0,0,0,0,0,0,0,0,0,0.000843654,0,0,0,0,0.000269969,0,0,0,0,0.000134985
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,0,0.002530962,0,0,0.003104647,0,6.75E-05,0,0,0,0,0,0.000101238,0,0.000236223,0,0,0,0,0,0,0,6.75E-05,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Oribacterium;,0,0.001721054,0,0,0,0,0.001147369,0,0,0,0,0.000269969,0,0,0,0,0.000168731,0.000168731,0,0,0,0.001147369,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0,0,0.000641177,0,0.002395977,0,0,0.000134985,0,0.000843654,0,0,0.000101238,0,0.000101238,0,0,0,0,0.000101238,0,0,6.75E-05,0,0.000101238
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium,0,0.00290217,0,0,0,0,0.001147369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001923531,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0.006951709,0,0,0,0,0.0004387,0,0,0,0,0,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella9;,0,0.000776162,0,0,0,0,0,0,0,0,0,0,0,0,0.0004387,0,0,0.001113623,0,0.000776162,0,0.000911146,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter,0,0,0,0.001147369,0,0,0,0,0.002328485,0,0,0,0,0.000269969,0,0,0,0,0,0,0,0,0,0.000337462,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0,0,0,0.001012385,0,0,0,0,0.002058516,0,0,0,0,0.000472446,0,0,0,0,0.0004387,0,0,0,0,0.000303715,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum,0,0,0.00246347,0,0,0,0,0.000641177,0,0,0,0,0.000708669,0,0,0,0,0,0,0,0,0,0.000539939,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-005;,0.000337462,0.000708669,0.001046131,0.001619816,0,0,0,0.000134985,6.75E-05,0,3.37E-05,0,0.000168731,0.000269969,0,0,0,0,0.000269969,0,0,0,0,6.75E-05,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.000708669,0,0,0,0.001147369,0,0,0,0,0.000539939,0,0,0,0,6.75E-05,0,0.000607431,0,0,0.000202477,0,0,0.000202477,0,0.000641177
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;RikenellaceaeRC9gutgroup;,0.005196909,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.75E-05,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;,0.000742416,0.0021935,0,0,0,0,0.002564708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium,0.000168731,0,0.000303715,0.000371208,0,0,0,6.75E-05,0.000101238,0.000202477,6.75E-05,0,6.75E-05,0,0,0,0,0,0,0,0.000674923,0,0.000337462,0.001788547,6.75E-05
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group,0.003239631,0.0004387,0.000404954,0,0.000202477,0.000236223,0.000168731,0,0,0.000101238,0.000134985,0.000101238,0,0,0,0.000101238,3.37E-05,0,0,0,3.37E-05,0,0,0,0
Bacteria;Firmicutes;Clostridia;ClostridiaUCG-014;;;,0,0.004488239,0,0,0,0,0.000742416,0,0,0,0,0.000371208,0,0,0,0,0.000101238,0.000101238,0,0,0,0.000236223,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;,0,0,0,0,0,0,0.000674923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003644585,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides,0,0,0,0,0,0.001552323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00246347,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Subdoligranulum;,0.000607431,0.007221679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;PrevotellaceaebacteriumMarseille-P2831,0,0,0,0,0.002632201,0,0,0,0,0,0,0,0,0,0.000472446,0,0,0,0,0,0,0,0,0,0.000236223
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group,0,0,0.000472446,0.001889785,0,0,0,3.37E-05,0.000472446,0,0,0,0,0.000202477,0,0,0,0,0.000506192,0,3.37E-05,0,6.75E-05,0.000607431,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus,0,0,0,0.001484831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001721054,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.001518577,0,0,0,0.002092262,6.75E-05,0,0,0,0.000101238,0,0,0,0,0.000269969,0,0,0,0,0,0.000101238,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;;,0,0,0,0,0,0,0.002126008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001856039,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Colidextribacter;Anaerostipehadrus,6.75E-05,0.000202477,0,0,0.000101238,3.37E-05,0.000269969,0.001856039,0.000573685,6.75E-05,0,0,0.000134985,0,3.37E-05,0,0,0,0,6.75E-05,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0,0,0.002092262,0,0,0,0,0.000101238,0,0,0,0,0.000843654,0,0,0,0,0.000371208,0,0,0,0,0.000236223,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214group;,0.001046131,0.002632201,0,0,0.000843654,0,0,0,0,0,0,0,0,0,0,0,0.000168731,0.000134985,0,0,0,0.000202477,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214group;,0.000134985,0.003982047,0,0,0,0,0.000404954,0,0,0,0,0.000134985,0,0,0,0,0.000202477,0,0,0,0.000134985,0.000404954,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus;Ruminococcucallidus,0,0.000236223,0,0,0.003475855,0,0,0,0,0,0,0,0,0,0.000168731,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;PrevotellasMarseille-P2931,0,0.001788547,0,0,0.000641177,0,0.000101238,0,0,0,0,0,0,0,0.000641177,0,0.000236223,0.000236223,0,0,0,0,0,0,0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0,0,0,0.001889785,0,0,0,0,0.000539939,0,0,0,0,0.000641177,0,0,0,0,0.000269969,0,0,0,0,0.000337462,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Peptostreptococcaceae;Romboutsia;RomboutsiasDR1,0.000269969,0.000371208,0.000236223,0.000101238,0.001012385,0.000101238,0.000134985,3.37E-05,6.75E-05,0.000674923,0,6.75E-05,6.75E-05,3.37E-05,0.000101238,0,0,0,0,6.75E-05,3.37E-05,3.37E-05,0,0,0.000168731
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae;UBA1819;,0.000674923,0.000168731,0.000269969,0.000573685,6.75E-05,0.000134985,0.000168731,0.000168731,0.000101238,0.000236223,0,0,6.75E-05,0,0,0,0,0,0,0,0.000101238,0,0.000236223,0.000539939,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Dorea,0,0,0,0.001012385,0,0,0,0,0,0,0,0,0,0.001181116,0,0,0,0,0.000641177,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.000236223,0,6.75E-05,0.000776162,0.002362231,0,0,0,0,0,0,0,0,0.000101238,0,0,0,0,0,6.75E-05,0,0,0,0,0.000303715
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeND3007group;,0,0,0,0.00158607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742416,0,0.001451085,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0,0,0,0,0,0,0,0,0.001383593,0,0,0,0,0.000607431,0,0,0,0,0,0,0,0,0,0.000472446,0
Bacteria;Firmicutes;Clostridia,0.003813316,0,0,0,0,0.0004387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;unidentifiedOscillospirales;Hydrogenoanaerobacterium,0.000202477,0,0,3.37E-05,0,0,0.000168731,0,0.002834678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus,0,0,0,0,0,0.000134985,0,0,0,0,0.000506192,0,0,0,0,0.001417339,0,0,0,0,0.0004387,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipeinops,0,0,0.002699693,0,0,0,0,0.000236223,0,0,0,0,0.000134985,0,0,0,0,0,0,0,0,0,0.000101238,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup;;,0,0.003712078,0,0,0,0,0.000506192,0,0,0,0,0.000101238,0,0,0,0,0.000168731,3.37E-05,0,0,0,0.000134985,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeUCG-010;,0,0,0,0,3.37E-05,0,0,0.000506192,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0.002800931,0,0
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae,0.0004387,0,0.000236223,0,0.000809908,3.37E-05,0.000641177,0.000134985,0,0.000134985,6.75E-05,0.000101238,0,0,0,0,0.000101238,0,0,3.37E-05,6.75E-05,0.000101238,0,0.000168731,6.75E-05
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus]gnavugroup;,0,0,0.000539939,0,0,0,0,0,0,0,0,0,0.001012385,0,0,0,0,0,0,0,0,0,0.000371208,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.000506192,0.000573685,0.000573685,0.000269969,0.000303715,0,0,3.37E-05,0,0,0,0,0.000101238,0.000134985,0,0,0.000134985,0,0.000202477,0,0.000269969,0.000236223,6.75E-05,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;;,0,0.003374616,0,0,0,0,0.000134985,0,0,0,0,0.000674923,0,0,0,0,0.000101238,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0,0.000202477,0,0,3.37E-05,3.37E-05,0.0004387,0,0,0.001484831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000843654
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia,0.000911146,0.002092262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000742416,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.001349846,0,0,0.0008774,0.000269969,3.37E-05,0.000101238,0,0,0,0.000101238,0,0,0.000269969,3.37E-05,0,0,0,0.000134985,0,0.000101238,0,0,3.37E-05,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroideclarus,0,0,0.000607431,0,0,0,0,0.000371208,0,0,0,0,0.000607431,0,0,0,0,0,0,0,0,0,0.000641177,0,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group;bacteriumYE57,0,0,0.000539939,0.001552323,0,0,0,0.000134985,0.000202477,0,0,0,0,0.000134985,0,0,0,0,0.000236223,0,0,0,0.000134985,0.000269969,0
Bacteria;Actinobacteriota;Actinobacteria;Actinomycetales;Actinomycetaceae;Actinomyces,0.000809908,0,0.000506192,0.000843654,0.000742416,0.000101238,0,0,0,0,0,0,0,6.75E-05,0,0,0,0,6.75E-05,0,0.000101238,0,3.37E-05,6.75E-05,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0,0.004623224,0,0,0,0,0.000236223,0,0,0,0,0.000168731,0,0,0,0,0,0,0,0,0,0.000303715,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.000404954,0.0004387,0,0.000809908,0,6.75E-05,0,0,0.000101238,0,0.000168731,0,0,0.000539939,3.37E-05,0,0,0,0.000472446,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000607431,0,0,0,0,0,0,0,0,0,0.001484831,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;unidentifiedLachnospiraceae;LachnospiraceaebacteriumChoco86,0.0008774,0,0,0.000101238,0.000134985,6.75E-05,0,0,0,0.000303715,0,0,0,0.000303715,6.75E-05,0,0,0,0,0,0,0.000337462,0,0.000337462,0.000269969
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.000472446,0.000674923,0,0.000236223,0.000236223,0,0,0.000236223,0,3.37E-05,0,0,0.000101238,0.000202477,0.000101238,0,0,0,0.000236223,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium,0,0,0,0,0,0,0,0.000269969,0.002362231,0,0,0,3.37E-05,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;,0,0,6.75E-05,0.000134985,0,0,0,0.000202477,0.002497216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae,0,0,0,0.001451085,0,0,0,0,0.000134985,0,0,0,0,0.000337462,0,0,0,0,0.000404954,0,0,0,0,0.000269969,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0.000404954,0,0,0.000944893,0,6.75E-05,0.000303715,0,0.000742416,0,0,0,0,0,0,0,0,0,0.000134985,0,0,0,0,0.000337462,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;UCG-002;,0.003205885,0,0,0,0,0.000371208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;;;,0.000202477,0.000708669,0,0,0.000168731,6.75E-05,0.000371208,0,0,6.75E-05,3.37E-05,0.000303715,0,0,0.000101238,3.37E-05,0,0.000134985,0,0.000101238,3.37E-05,0,0,0,0.000539939
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]eligengroup;,0.002800931,0,0,0,0.000674923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus,0,0.000134985,0,0,0,0,0.000337462,0,0,0,0,0.000168731,0,0,0,3.37E-05,0.000539939,0.001046131,0,0,0,0.000337462,0,0,3.37E-05
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;[Eubacterium]halliigroup;,0,0,0,0,0,0,0,0,0,0,0,0,0.001417339,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Veillonellaceae;Megasphaera;Megasphaeraelsdenii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002058516,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides,0,0,0,0.000168731,0,0,0,0,0.000539939,0,0,0,0,0.000337462,0,0,0,0,0,0,0,0,0,0.000944893,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,0,0,0,0.001788547,0,0,0,0,0,0,0,0,0,0.000168731,0,0,0,0,0.000337462,0,0,0,0,0.000269969,0
Bacteria;Firmicutes;Clostridia,0,0,0,0.000641177,0,0,0,0,0,0,0,0,0,0.000607431,0,0,0,0,0.000843654,0,0,0,0,0,0
Bacteria;Desulfobacterota;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio,0,0,0,0.0017548,0,0,0,0,0.000404954,0,0,0,0,0,0,0,0,0,0.000404954,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus,0,0,0.000269969,0.001788547,0.000134985,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303715,0,0,6.75E-05,0,0,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group;,0.002227247,0.000607431,0,0,6.75E-05,3.37E-05,0,0,0,0,0,0,0,0,0,3.37E-05,0,6.75E-05,0,0,0.000269969,0,0,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus,0,0,0.0004387,0,0,0,0,0,0,0,0,0,0.000371208,0,0,0,0,0,0,0,0,0,0.001518577,0,0
Bacteria;Firmicutes;Clostridia;Oscillospirales;[Eubacterium]coprostanoligenegroup;unidentified[Eubacterium]coprostanoligenegroup,0,0.004724463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Enterorhabdus;,0,0,0,0,0.001012385,0,0,0,0,0.000641177,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0.000776162
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae,0.000303715,0,0,0,0.000168731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000371208,0,0,0,0.001822293
Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;NK4A214group,0,0,0,0.001181116,0,0,0,0,0.000269969,0,0,0,0,0.000269969,0,0,0,0,0.000404954,0,0,0,0,0.000303715,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;,0,0.004285762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeNK4A136group;LachnospiraceaebacteriumGAM79,0.001889785,0.000371208,0.0004387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group;,0.000641177,0.002092262,0,0,0.000269969,0,0.000202477,0,0,3.37E-05,0,6.75E-05,0,0,0,0,0,0,0,0,0,0.000101238,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,0,0,0.001349846,0,0,0,0,0,0,0,0,0,0.000303715,0,0,0,0,0,6.75E-05,0,0,0,0.000371208,0,0
Bacteria;Firmicutes;Clostridia,0,0,0,0,0.001653562,0,0,0,0,0.000506192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004387
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ruminococcaceae,0.002362231,0.0008774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168731,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;,0,0.001181116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001788547,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Howardella;Howardellaureilytica,0.001282354,0.000134985,0,0,0.000809908,0.000134985,6.75E-05,0,0,0,0.000101238,0,0,0,0,0,3.37E-05,0,0,0,0.000134985,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;,0,0,0.000607431,0,0,0,0,0.000134985,0,0,0,0,0.000371208,0,0,0,0,0,0,0,0,0,0.001079877,0,0
Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Selenomonadaceae;Mitsuokella,0.001349846,0,0,0,0,0.000337462,0,0,0,0,0.000202477,0,0,0,0,0.000371208,0,0,0,0,0.000101238,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tyzzerella;TyzzerellasMarseille-P3062,0,0,0,0.001484831,0,0,0,0,0.000134985,0,0,0,0,0.000303715,0,0,0,0,0.000168731,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Asteroleplasma;,0,0.00377957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;LachnospiraceaeUCG-010;,0,0,0,0.001147369,0,0,0,0,0,0,0,0,0,0.000202477,0,0,0,0,0.000641177,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;ClostridiaUCG-014;;;,0,0,0,0,0.001282354,0,0,0,0,0.0004387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000303715
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Blautia,0,0,0.000337462,0.000843654,0.000101238,0,0,0,0,0,0,0,0.000101238,0.000202477,0,0,0,0,0.000236223,0,0,0,0,0.000168731,0
Bacteria;Firmicutes;Clostridia;Christensenellales;Christensenellaceae;ChristensenellaceaeR-7group;,0.001282354,0.001788547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269969,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides,0,0,0,0,0,0,0,0,0.000607431,0,6.75E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridiumsensustrict1;,0.001451085,0,0,0,0.000303715,0.000202477,0.000101238,0,0,0.000101238,0.000168731,0,0,0,0,0,0,0,3.37E-05,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus,0,0,0.000573685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001552323,0,0
Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenellascatoligenes,0,0,0,0,0,0,0,0,0.000809908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001147369,0
Bacteria;Firmicutes;unidentifiedFirmicutes;Oscillospirales;Ruminococcaceae;unidentifiedRuminococcaceae;[Clostridium]leptum,0.001417339,0,0.000168731,0.000337462,3.37E-05,0.000202477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000134985,0,0,3.37E-05,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella,0,0,0,0,0.000978639,0,0,0,0,0.000168731,0,0,0,0,0.000539939,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella,0,0.001147369,0,0,0,0,0,0,0,0,0,0.000303715,0,0,0,0,0,0.000134985,0,0,0,0.000337462,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella,0,0,0,0,6.75E-05,0,0,0,0,0,0,0,0,0,0.000404954,0,0,0,0,0.000708669,0,0,0,0,0.000303715
